"lang"
{
	"Language"		"brazilian"
	"Tokens"
	{
		"CardName_10001"		"[C3] Venomante"
		"CardText_10431"		"Cure {s:parentCardName} completamente, concedendo-lhe [g:507[Imunidade a Dano]] nesta rodada."
		"CardModification_10431_0"		"[g:507[Imunidade a Dano]]."
		"CardName_10017"		"[B4] Chen"
		"CardText_10017"		"[abilityname[Persuasão Sagrada]][activatedability[[color:ability[Ativa &#9632;4:]] Assuma o controle de uma [g:1[criatura]] inimiga.]]"
		"CardName_10432"		"Persuasão Sagrada"
		"CardText_10432"		"Assuma o controle de uma [g:1[criatura]] inimiga."
		"CardName_10018"		"[D5] Sanguinário"
		"CardText_10018"		"[abilityname[Banho de Sangue]]Cure o {s:thisCardName} completamente sempre que uma unidade que estiver bloqueando-o morrer."
		"CardName_10496"		"Banho de Sangue"
		"CardText_10496"		"Cure {s:parentCardName} completamente sempre que uma unidade que estiver bloqueando-o morrer."
		"CardEffect_10496_0"		"Cure {s:parentCardName} completamente sempre que uma unidade que estiver bloqueando-o morrer."
		"CardName_10020"		"[S0] Machado"
		"CardText_10020"		"0"
		"CardName_10021"		"[C1] Capitão Centauro"
		"CardText_10021"		"[abilityname[Revidar]]O {s:thisCardName} tem +2 de [g:503[Retaliação]]."
		"CardName_10497"		"Revidar"
		"CardText_10497"		"O {s:parentCardName} tem +2 de [g:503[Retaliação]]."
		"CardEffect_10497_0"		"O {s:parentCardName} tem +2 de [g:503[Retaliação]]."
		"CardName_10022"		"[D2] Serrote"
		"CardText_10022"		"[abilityname[Armadura Reativa]]O {s:thisCardName} ganha +1 de [g:504[Armadura]] a cada unidade que o tiver como alvo de combate."
		"CardName_10498"		"Armadura Reativa"
		"CardText_10498"		"O {s:parentCardName} ganha +1 de [g:504[Armadura]] a cada unidade que o tiver como alvo de combate."
		"CardEffect_10498_0"		"O {s:parentCardName} ganha +1 de [g:504[Armadura]] a cada unidade que o tiver como alvo de combate."
		"CardName_10023"		"[A4] Caçador de Recompensas"
		"CardText_10023"		"[abilityname[Jinada]][g:200[Antes da fase de ação]], o {s:thisCardName} tem 50% de chance de ganhar +4 de [g:509[Ataque]] nesta rodada."
		"CardName_10499"		"Jinada"
		"CardText_10499"		"[g:200[Antes da fase de ação]], o {s:parentCardName} tem 50% de chance de ganhar +4 de [g:509[Ataque]] nesta rodada."
		"CardEffect_10499_0"		"[g:200[Antes da fase de ação]], o {s:parentCardName} tem 50% de chance de ganhar +4 de [g:509[Ataque]] nesta rodada."
		"CardModification_10499_0"		"+4 de [g:509[Ataque]]."
		"CardName_10024"		"[D3] Caçador da Maré"
		"CardText_10024"		"[abilityname[Devastar]][activatedability[[color:ability[Ativa &#9632;4:]] [g:405[Atordoe]] os [g:600[inimigos adjacentes]] ao {s:thisCardName} durante esta rodada. Todos os outros inimigos têm 50% de chance de serem atordoados nesta rodada.]]"
		"CardName_10434"		"Devastar"
		"CardText_10434"		"[g:405[Atordoe]] os [g:600[inimigos adjacentes]] ao {s:parentCardName} durante esta rodada. Todos os outros inimigos têm 50% de chance de serem atordoados nesta rodada."
		"CardName_10025"		"[S4] Inventor"
		"CardText_10025"		"[abilityname[Laser]][activatedability[[color:ability[Ativa &#9632;3:]] Cause 3 de dano a uma [g:607[unidade]] e a [g:404[desarme]] durante esta rodada.]]"
		"CardName_10435"		"Laser"
		"CardText_10435"		"Cause 3 de dano a uma [g:607[unidade]] e a [g:404[desarme]] durante esta rodada."
		"CardName_10026"		"[F3] Rix"
		"CardText_10026"		"[abilityname[Rebelde Irrefreável]]{s:thisCardName} tem [g:610[Desenvolvimento Veloz]]."
		"CardName_10500"		"Rebelde Irrefreável"
		"CardText_10500"		"{s:parentCardName} tem [g:610[Desenvolvimento Veloz]]."
		"CardEffect_10500_0"		"{s:parentCardName} tem [g:610[Desenvolvimento Veloz]]."
		"CardName_10028"		"[D0] Víbora"
		"CardText_10028"		"[abilityname[Escama Corrosiva]]Quando uma [g:607[unidade]] causa [g:609[dano de batalha]] a {s:thisCardName}, [g:401[modifique]] a [g:607[unidade]], dando-lhe -1 de [g:509[Ataque]]."
		"CardName_10501"		"Escama Corrosiva"
		"CardText_10501"		"Quando uma [g:607[unidade]] causa [g:609[dano de batalha]] a {s:parentCardName}, [g:401[modifique]] a [g:607[unidade]], dando-lhe -1 de [g:509[Ataque]]."
		"CardEffect_10501_0"		"Quando uma [g:607[unidade]] causa [g:609[dano de batalha]] a {s:parentCardName}, [g:401[modifique]] a [g:607[unidade]], dando-lhe -1 de [g:509[Ataque]]."
		"CardModification_10501_0"		"-1 de [g:509[Ataque]]."
		"CardName_10029"		"[B2] Senhor das Feras"
		"CardText_10029"		"[abilityname[Chamado da Selva]][activatedability[[color:ability[Ativa &#9632;3:]] [g:409[Invoque]] uma [[Fera Leal]].]]"
		"CardName_10437"		"Chamado da Selva"
		"CardText_10437"		"[g:409[Invoque]] uma [[Fera Leal]]."
		"CardName_10030"		"[B1] Espinhoso"
		"CardText_10030"		"[abilityname[Barraqueiro de Boteco]][g:401[Modifique]] o {s:thisCardName}, dando-lhe +2 de [g:504[Armadura]], sempre que um [g:0[herói]] que esteja bloqueando-o morrer."
		"CardName_10502"		"Barraqueiro de Boteco"
		"CardText_10502"		"[g:401[Modifique]] o {s:parentCardName}, dando-lhe +2 de [g:504[Armadura]], sempre que um [g:0[herói]] que esteja bloqueando-o morrer."
		"CardEffect_10502_0"		"[g:401[Modifique]] o {s:parentCardName}, dando-lhe +2 de [g:504[Armadura]], sempre que um [g:0[herói]] que esteja bloqueando-o morrer."
		"CardModification_10502_0"		"+2 de [g:504[Armadura]]."
		"CardName_10031"		"[S2] Kanna"
		"CardText_10031"		"[abilityname[Agente da Conquista]]As [[Criaturas Guerreiras]] aliadas aleatórias são posicionadas na trilha de {s:thisCardName}."
		"CardName_10503"		"Agente da Conquista"
		"CardText_10503"		"As [[Criaturas Guerreiras]] aliadas aleatórias são posicionadas na trilha de {s:parentCardName}."
		"CardEffect_10503_0"		"As [[Criaturas Guerreiras]] aliadas aleatórias são posicionadas na trilha de {s:parentCardName}."
		"CardName_10032"		"[S1] Patrulheira Drow"
		"CardText_10032"		"[abilityname[Aura de Precisão]]Outros aliados de todas as trilhas ganham +1 de [g:509[Ataque]]."
		"CardName_10504"		"Aura de Precisão"
		"CardText_10504"		"Outros aliados de todas as trilhas ganham +1 de [g:509[Ataque]]."
		"CardEffect_10504_0"		"Outros aliados de todas as trilhas ganham +1 de [g:509[Ataque]]."
		"CardName_10033"		"[B6] Terremoto"
		"CardText_10033"		"[abilityname[Fissura]][activatedability[[color:ability[Ativa &#9632;4:]] [g:405[Atordoe]] os [g:600[inimigos adjacentes]] ao {s:thisCardName} durante esta rodada.]]"
		"CardName_10438"		"Fissura"
		"CardText_10438"		"[g:405[Atordoe]] os [g:600[inimigos adjacentes]] ao {s:parentCardName} durante esta rodada."
		"CardName_10036"		"[B3] Encantadora"
		"CardText_10036"		"[abilityname[Atendentes da Natureza]]A {s:thisCardName} ganha +2 de [g:505[Regeneração]]. Os [g:601[aliados adjacentes]] à {s:thisCardName} ganham +2 de [g:505[Regeneração]]."
		"CardName_10506"		"Atendentes da Natureza"
		"CardText_10506"		"A {s:parentCardName} ganha +2 de [g:505[Regeneração]]. Os [g:601[aliados adjacentes]] à {s:parentCardName} ganham +2 de [g:505[Regeneração]]."
		"CardEffect_10506_0"		"Os [g:601[aliados adjacentes]] à {s:parentCardName} ganham +2 de [g:505[Regeneração]]."
		"CardName_10038"		"[S3] Lich"
		"CardText_10038"		"[abilityname[Sacrifício]][activatedability[[color:ability[Ativa &#9632;2:]] [g:408[Condene]] outro aliado e pegue uma carta. Se esse aliado tiver 6 ou mais de [g:509[Ataque]], pegue uma carta extra.]]"
		"CardName_10440"		"Sacrifício"
		"CardText_10440"		"[g:408[Condene]] outro aliado e pegue uma carta. Se esse aliado tiver 6 ou mais de [g:509[Ataque]], pegue uma carta a mais."
		"CardName_10043"		"[A5] Ogro Magi"
		"CardText_10043"		"[abilityname[Multilançamento]]Quando você joga uma [color:blue[[g:4[magia]] azul]], há 25% de chance de uma cópia básica dessa carta ir para a sua mão."
		"CardName_10509"		"Multilançamento"
		"CardText_10509"		"Quando você joga uma [color:blue[[g:4[magia]] azul]], há 25% de chance de uma cópia básica dessa carta ir para a sua mão."
		"CardEffect_10509_0"		"Quando você joga uma [color:blue[[g:4[magia]] azul]], há 25% de chance de uma cópia básica dessa carta ir para a sua mão."
		"CardName_10044"		"[A2] Onitemplário"
		"CardText_10044"		"[abilityname[Purificação]][activatedability[[color:ability[Ativa &#9632;2:]] 3 de cura a uma [g:607[unidade]].]]"
		"CardName_10443"		"Purificação"
		"CardText_10443"		"3 de cura a uma [g:607[unidade]]."
		"CardName_10046"		"[F4] Devorador D'outromundo"
		"CardText_10046"		"[abilityname[Aura da Essência]]Quando você joga uma [color:blue[carta azul]], há 50% de chance de restaurar 2 de [g:511[Mana]]."
		"CardName_10511"		"Aura da Essência"
		"CardText_10511"		"Quando você joga uma [color:blue[carta azul]], há 50% de chance de restaurar 2 de [g:511[Mana]]."
		"CardEffect_10511_0"		"Quando você joga uma [color:blue[carta azul]], há 50% de chance de restaurar 2 de [g:511[Mana]]."
		"CardName_10047"		"[A1] Assassina Fantasma"
		"CardText_10047"		"[abilityname[Assassinato Eficiente]]A {s:thisCardName} causa +4 de dano ao atacar um [g:0[herói]]."
		"CardName_10512"		"Assassinato Eficiente"
		"CardText_10512"		"A {s:parentCardName} causa +4 de dano ao atacar um [g:0[herói]]."
		"CardEffect_10512_0"		"A {s:parentCardName} causa +4 de dano ao atacar um [g:0[herói]]."
		"CardName_10048"		"[D6] Pugna"
		"CardText_10048"		"[abilityname[Explosão das Profundezas]][activatedability[[color:ability[Ativa &#9632;3:]] [g:408[Condene]] um [g:3[aprimoramento]] inimigo aleatório.]]"
		"CardName_10444"		"Explosão das Profundezas"
		"CardText_10444"		"[g:408[Condene]] um [g:3[aprimoramento]] inimigo aleatório."
		"CardName_10050"		"[A6] Franco-atirador"
		"CardText_10050"		"[abilityname[Atirar na Cabeça]][activatedability[[color:ability[Ativa &#9632;3:]] Cause 5 de dano a uma [g:607[unidade]].]]"
		"CardName_10446"		"Atirar na Cabeça"
		"CardText_10446"		"Cause 5 de dano a uma [g:607[unidade]]."
		"CardName_10052"		"[C8] Mazzie"
		"CardText_10052"		"0"
		"CardName_10053"		"[C4] Prellex"
		"CardText_10053"		"[abilityname[Arauto dos Fiéis]][g:409[Invoque]] uma [[Criatura Guerreira]] na trilha de {s:thisCardName} a cada [g:204[fase de posicionamento]]."
		"CardName_10523"		"Arauto dos Fiéis"
		"CardText_10523"		"[g:409[Invoque]] uma [[Criatura Guerreira]] na trilha de {s:parentCardName} a cada [g:204[fase de posicionamento]]."
		"CardEffect_10523_0"		"[g:409[Invoque]] uma [[Criatura Guerreira]] na trilha de {s:parentCardName} a cada [g:204[fase de posicionamento]]."
		"CardName_10054"		"[C5] Sven"
		"CardText_10054"		"[abilityname[Grande Transposição]]{s:thisCardName} tem +X de [g:502[Transposição]], sendo X a metade do seu [g:509[Ataque]]."
		"CardName_10513"		"Grande Transposição"
		"CardText_10513"		"{s:parentCardName} tem +X de [g:502[Transposição]], sendo X a metade de seu [g:509[Ataque]]."
		"CardEffect_10513_0"		"{s:parentCardName} tem +X de [g:502[Transposição]], sendo X a metade de seu [g:509[Ataque]]."
		"CardName_10056"		"[A7] Protetor Arvoroso"
		"CardText_10056"		"[abilityname[Galhos de Ferro]]Os [g:601[aliados adjacentes]] ao {s:thisCardName} recebem +1 de [g:504[Armadura]]."
		"CardName_10514"		"Galhos de Ferro"
		"CardText_10514"		"Os [g:601[aliados adjacentes]] de {s:parentCardName} recebem +1 de [g:504[Armadura]]."
		"CardEffect_10514_0"		"Os [g:601[aliados adjacentes]] de {s:parentCardName} recebem +1 de [g:504[Armadura]]."
		"CardName_10058"		"[B0] Sorla Khan"
		"CardText_10058"		"[abilityname[Beligerância]]{s:thisCardName} causa +4 de dano ao atacar uma [g:2[torre]]."
		"CardName_10516"		"Beligerância"
		"CardText_10516"		"{s:parentCardName} causa +4 de dano ao atacar uma [g:2[torre]]."
		"CardEffect_10516_0"		"{s:parentCardName} causa +4 de dano ao atacar uma [g:2[torre]]."
		"CardName_10059"		"[C11] Nécrofos"
		"CardText_10059"		"[abilityname[Sádico]][g:401[Modifique]] o {s:thisCardName}, dando-lhe +1 de [g:510[Vida]], sempre que um [g:600[inimigo adjacente]] morrer."
		"CardName_10517"		"Sádico"
		"CardText_10517"		"[g:401[Modifique]] o {s:parentCardName}, dando-lhe +1 de [g:510[Vida]], sempre que um [g:600[inimigo adjacente]] morrer."
		"CardEffect_10517_0"		"[g:401[Modifique]] o {s:parentCardName}, dando-lhe +1 de [g:510[Vida]], sempre que um [g:600[inimigo adjacente]] morrer."
		"CardModification_10517_0"		"+1 de [g:510[Vida]]."
		"CardName_10060"		"[F0] Lion"
		"CardText_10060"		"[abilityname[Dedo da Morte]][activatedability[[color:ability[Ativa &#9632;4:]] Cause 8 de dano [g:508[perfurante]] a uma [g:607[unidade]].]]"
		"CardName_10449"		"Dedo da Morte"
		"CardText_10449"		"Cause 8 de dano [g:508[perfurante]] a uma [g:607[unidade]]."
		"CardName_10062"		"[C0] Mago Celestifúria"
		"CardText_10062"		"[abilityname[Disparo Contusivo]][activatedability[[color:ability[Ativa &#9632;2:]] Cause a um [g:0[herói]] e aos [g:601[aliados adjacentes]] dele uma penalidade de -2 de [g:504[Armadura]] nesta rodada.]]"
		"CardName_10451"		"Disparo Contusivo"
		"CardText_10451"		"Cause a um [g:0[herói]] e aos seus [g:601[aliados adjacentes]] uma penalidade de -2 de [g:504[Armadura]] nesta rodada."
		"CardModification_10451_0"		"-2 de [g:504[Armadura]]."
		"CardName_10063"		"Relâmpagos Místicos"
		"CardText_10063"		"Cause 12 de dano, dividido igualmente entre uma [g:607[unidade]] e os seus [g:601[aliados adjacentes]]."
		"CardName_10064"		"[D4] Donzela Cristalina"
		"CardText_10064"		"[abilityname[Aura Arcana]]Após a primeira vez que uma [g:4[magia]] aliada for jogada em cada trilha, restaure 2 de [g:511[Mana]] à [g:2[torre]] dessa trilha."
		"CardName_10518"		"Aura Arcana"
		"CardText_10518"		"Após a primeira vez que uma [g:4[magia]] aliada for jogada em cada trilha, restaure 2 de [g:511[Mana]] à [g:2[torre]] dessa trilha."
		"CardEffect_10518_0"		"Após a primeira vez que uma [g:4[magia]] aliada for jogada em cada trilha, restaure 2 de [g:511[Mana]] à [g:2[torre]] dessa trilha."
		"CardName_10519"		"Campo Estático"
		"CardText_10519"		"Cause 1 de dano [g:508[perfurante]] aos [g:600[inimigos adjacentes]] a {s:parentCardName} sempre que jogar uma [color:blue[[g:4[magia]] azul]]."
		"CardEffect_10519_0"		"Cause 1 de dano [g:508[perfurante]] aos [g:600[inimigos adjacentes]] a {s:parentCardName} sempre que jogar uma [color:blue[[g:4[magia]] azul]]."
		"CardName_10065"		"[B5] Zeus"
		"CardText_10065"		"0"
		"CardName_10067"		"[B8] Magnus"
		"CardText_10067"		"0"
		"CardName_10068"		"[C6] Áugure Sombrio"
		"CardText_10068"		"[abilityname[Surto]][activatedability[[color:ability[Ativa &#9632;2:]] Mova outro aliado para outra trilha.]]"
		"CardName_10452"		"Surto"
		"CardText_10452"		"Mova outro aliado para outra trilha."
		"CardName_10069"		"[S5] Comandante da Legião"
		"CardText_10069"		"[abilityname[Momento de Coragem]]A {s:thisCardName} tem +2 de [g:503[Retaliação]]."
		"CardName_10520"		"Momento de Coragem"
		"CardText_10520"		"A {s:parentCardName} tem +2 de [g:503[Retaliação]]."
		"CardEffect_10520_0"		"A {s:parentCardName} tem +2 de [g:503[Retaliação]]."
		"CardName_10070"		"[B7] Ursa"
		"CardText_10070"		"[abilityname[Garras Furiosas]]Quando {s:thisCardName} causar [g:609[dano de batalha]] a uma [g:607[unidade]], [g:401[modifique]] essa [g:607[unidade]], dando-lhe -1 de [g:504[Armadura]]."
		"CardName_10521"		"Garras Furiosas"
		"CardText_10521"		"Quando {s:parentCardName} causar [g:609[dano de batalha]] a uma [g:607[unidade]], [g:401[modifique]] essa [g:607[unidade]], dando-lhe -1 de [g:504[Armadura]]."
		"CardEffect_10521_0"		"Quando {s:parentCardName} causar [g:609[dano de batalha]] a uma [g:607[unidade]], [g:401[modifique]] essa [g:607[unidade]], dando-lhe -1 de [g:504[Armadura]]."
		"CardModification_10521_0"		"-1 de [g:504[Armadura]]."
		"CardName_10076"		"[C5] Smeevil Mestre Armeiro"
		"CardText_10076"		"[color:play_effect[[g:602[Efeito ao jogar]]:]]  [g:401[Modifique]] um [g:0[herói]] aliado aleatório, dando-lhe +2 de [g:509[Ataque]]."
		"CardEffect_10076_0"		"[color:play_effect[[g:602[Efeito ao jogar]]:]]  [g:401[Modifique]] um [g:0[herói]] aliado aleatório, dando-lhe +2 de [g:509[Ataque]]."
		"CardModification_10076_0"		"+2 de [g:509[Ataque]]."
		"CardName_10077"		"[B23] Irmã do Véu"
		"CardText_10077"		"[activatedability[[color:ability[Ativa &#9632;1:]] Escolha um alvo de combate para a {s:thisCardName}.]]"
		"CardName_10454"		"Irmã do Véu"
		"CardText_10454"		"Escolha um alvo de combate para a {s:parentCardName}."
		"CardName_10078"		"[A1] Censor da Mansão Tyler"
		"CardText_10078"		"A [g:2[torre]] inimiga recebe -1 de [g:511[Mana]]."
		"CardEffect_10078_0"		"A [g:2[torre]] inimiga recebe -1 de [g:511[Mana]]."
		"CardName_10079"		"[D4] Smeevil Ferreira"
		"CardText_10079"		"[color:play_effect[[g:602[Efeito ao jogar]]:]]  [g:401[Modifique]] um [g:0[herói]] aliado aleatório, dando-lhe +1 de [g:504[Armadura]]."
		"CardEffect_10079_0"		"[color:play_effect[[g:602[Efeito ao jogar]]:]]  [g:401[Modifique]] um [g:0[herói]] aliado aleatório, dando-lhe +1 de [g:504[Armadura]]."
		"CardModification_10079_0"		"+1 de [g:504[Armadura]]."
		"CardName_10080"		"[B0] Chamariz Rebelde"
		"CardText_10080"		"[activatedability[[color:ability[Ativa &#9632;1:]] Troque {s:thisCardName} de lugar com outro aliado.]]"
		"CardName_10455"		"Chamariz Rebelde"
		"CardText_10455"		"Troque {s:parentCardName} de lugar com outro aliado."
		"CardName_10082"		"Caçadora Centaura"
		"CardText_10082"		"0"
		"CardName_10083"		"[B17] Gladiador de Quoidge"
		"CardText_10083"		"[g:401[Modifique]] o {s:thisCardName}, dando-lhe +2 de [g:509[Ataque]], sempre que um [g:601[inimigo adjacente]] morrer."
		"CardEffect_10083_0"		"[g:401[Modifique]] o {s:thisCardName}, dando-lhe +2 de [g:509[Ataque]], sempre que um [g:601[inimigo adjacente]] morrer."
		"CardModification_10083_0"		"+2 de [g:509[Ataque]]."
		"CardName_10084"		"[C14] Instigador Rebelde"
		"CardText_10084"		"[g:202[Após a fase de combate]], se o {s:thisCardName} tiver causado [g:609[dano de batalha]] a uma [g:1[criatura]] nesta rodada, [g:409[invoque]] um [[Instigador Rebelde]]."
		"CardEffect_10084_0"		"[g:202[Após a fase de combate]], se o {s:thisCardName} tiver causado [g:609[dano de batalha]] a uma [g:1[criatura]] nesta rodada, [g:409[invoque]] um [[Instigador Rebelde]]."
		"CardName_10085"		"[B38] Sombra da Assassina"
		"CardText_10085"		"5 de [g:501[Cerco]]. A {s:thisCardName} recebe -2 de [g:509[Ataque]] para cada aliado."
		"CardEffect_10085_0"		"A {s:thisCardName} recebe -2 de [g:509[Ataque]] para cada aliado."
		"CardName_10086"		"[A12] Discípula de Nuncamais"
		"CardText_10086"		"Outros aliados recebem +2 de [g:509[Ataque]] e -2 de [g:504[Armadura]]."
		"CardEffect_10086_0"		"Outros aliados recebem +2 de [g:509[Ataque]] e -2 de [g:504[Armadura]]."
		"CardName_10087"		"[A29] Porta-estandarte da Legião"
		"CardText_10087"		"Os [g:601[aliados adjacentes]] ao {s:thisCardName} ganham +4 de [g:509[Ataque]]."
		"CardEffect_10087_0"		"Os [g:601[aliados adjacentes]] do {s:thisCardName} ganham +4 de [g:509[Ataque]]."
		"CardName_10090"		"[C4] Zumbi Irrefreável"
		"CardText_10090"		"[color:play_effect[[g:602[Efeito ao jogar]]:]]  Concede ao {s:thisCardName} um [g:506[Escudo contra Morte]]."
		"CardEffect_10090_0"		"[color:play_effect[[g:602[Efeito ao jogar]]:]]  Concede ao {s:thisCardName} um [g:506[Escudo contra Morte]]."
		"CardName_10091"		"[A27] Comboio de Revtel"
		"CardText_10091"		"O {s:thisCardName} ganha +X de [g:509[Ataque]], sendo X a metade do seu ouro."
		"CardEffect_10091_0"		"O {s:thisCardName} ganha +X de [g:509[Ataque]], sendo X a metade do seu ouro."
		"CardName_10092"		"[A17] Vândalo Oglodi"
		"CardText_10092"		"[color:play_effect[[g:602[Efeito ao jogar]]:]]  Cause 4 de dano à [g:2[torre]] inimiga."
		"CardEffect_10092_0"		"[color:play_effect[[g:602[Efeito ao jogar]]:]]  Cause 4 de dano à [g:2[torre]] inimiga."
		"CardName_10093"		"Cão de Guerra"
		"CardText_10093"		"0"
		"CardName_10094"		"[A28] Exilados Mercenários"
		"CardText_10094"		"[activatedability[[color:ability[Ativa &#9632;2:]] Gaste todo o seu ouro. [g:401[Modifique]] {s:thisCardName}, dando-lhe +X de [g:509[Ataque]] e +X de [g:510[Vida]], sendo X a metade do ouro gasto.]]"
		"CardName_10456"		"Mercenários Exilados"
		"CardText_10456"		"Gaste todo o seu ouro. [g:401[Modifique]] {s:parentCardName}, dando-lhes +X de [g:509[Ataque]] e +X de [g:510[Vida]], sendo X a metade do ouro gasto."
		"CardName_10095"		"[C24] Golem dos Keen"
		"CardText_10095"		"[color:play_effect[[g:602[Efeito ao jogar]]:]]  Descarte a sua mão."
		"CardEffect_10095_0"		"[color:play_effect[[g:602[Efeito ao jogar]]:]]  Descarte a sua mão."
		"CardName_10096"		"[S4] Emissária do Quórum"
		"CardText_10096"		"[activatedability[[color:ability[Ativa &#9632;1:]] [g:401[Modifique]] os aliados, dando-lhes +2 de [g:509[Ataque]] e +2 de [g:510[Vida]].]]"
		"CardName_10457"		"Emissária do Quórum"
		"CardText_10457"		"[g:401[Modifique]] os aliados, dando-lhes +2 de [g:509[Ataque]] e +2 de [g:510[Vida]]."
		"CardModification_10457_0"		"+2 de [g:509[Ataque]] e +2 de [g:510[Vida]]."
		"CardName_10097"		"[A18] Combatente Medulévola"
		"CardText_10097"		"0"
		"CardName_10102"		"[A15] Manada de Couros-de-Trovão"
		"CardText_10102"		"6 de [g:501[Cerco]]."
		"CardName_10103"		"[B16] Ogro Atirador de Corpos"
		"CardText_10103"		"Cause 2 de dano [g:508[perfurante]] à [g:2[torre]] inimiga depois que uma [[Criatura Guerreira]] aliada morrer."
		"CardEffect_10103_0"		"Cause 2 de dano [g:508[perfurante]] à [g:2[torre]] inimiga depois que uma [[Criatura Guerreira]] aliada morrer."
		"CardName_10104"		"[A6] Legionário de Bronze"
		"CardText_10104"		"0"
		"CardName_10106"		"[B21] Encarnação de Selemene"
		"CardText_10106"		"Restaure completamente o [g:511[Mana]] da sua [g:2[torre]] depois de jogar qualquer carta."
